1.7934,2.2347,1.9694
1.626,2.2039,1.8734
1.6254,2.1826,1.8739
1.6251,2.1382,1.8738
1.7486,2.0778,1.9102
1.7262,2.0994,1.9635
1.7186,1.9921,1.8808
1.7009,2.0369,1.8886
1.613,2.0489,1.8688
1.6196,1.9894,1.8109
